,tracking_id,datetime,windmill_generated_power(kW/h)
111,WM_37941,2019-09-05 16:53:20,5.082557976694617
112,WM_18696,2019-03-29 17:43:20,3.5101856452435998
113,WM_39197,2019-09-14 22:33:20,7.40724628751164
114,WM_13378,2019-02-12 12:13:20,6.5705336544848345
115,WM_29514,2019-07-02 23:53:20,7.82250826367019
116,WM_20666,2019-04-27 10:23:20,3.3645854699042403
117,WM_1354,2018-11-10 17:43:20,2.7868998389000224
118,WM_39840,2019-09-19 10:03:20,3.233567980508624
119,WM_12741,2019-02-07 19:23:20,5.677461425996115
120,WM_11752,2019-01-31 20:03:20,10.388691854961627
121,WM_2001,2018-11-15 10:03:20,4.633840383179819
122,WM_19586,2019-04-09 05:13:20,4.017442082612584
123,WM_25038,2019-05-29 23:23:20,5.7071951018191625
124,WM_39554,2019-09-17 10:23:20,2.277605498628055
125,WM_12904,2019-02-08 23:03:20,6.20737052779748
126,WM_36694,2019-08-26 00:23:20,6.407552105605203
127,WM_34522,2019-08-10 06:23:20,3.7053027019879425
128,WM_8354,2019-01-05 22:33:20,10.246631891951342
129,WM_677,2018-11-05 06:43:20,2.5191991454695053
130,WM_25764,2019-06-05 13:13:20,4.707953980753872
131,WM_16078,2019-03-06 10:13:20,8.77841998072734
132,WM_7290,2018-12-29 10:23:20,10.029968668855282
133,WM_18298,2019-03-26 04:13:20,2.995752307479791
134,WM_22074,2019-05-07 23:43:20,6.10027432803906
135,WM_28715,2019-06-27 04:43:20,6.848794452908189
136,WM_24669,2019-05-26 11:43:20,4.443048535050292
137,WM_27581,2019-06-18 21:13:20,7.04669063299831
138,WM_4217,2018-12-04 23:53:20,5.587174443064165
139,WM_1060,2018-11-08 08:03:20,2.940109704108056
140,WM_11788,2019-02-01 02:03:20,8.044324607626981
141,WM_5520,2018-12-16 11:03:20,7.425421436963037
142,WM_13297,2019-02-11 21:03:20,3.3945065577546085
143,WM_14468,2019-02-20 15:33:20,7.945047789115901
144,WM_38965,2019-09-13 00:03:20,6.797006384038399
145,WM_33740,2019-08-04 17:03:20,5.538942326230906
146,WM_24325,2019-05-23 22:13:20,6.522409997657047
147,WM_7300,2018-12-29 12:03:20,9.557218977006304
148,WM_25751,2019-06-05 10:53:20,4.856137933764698
149,WM_4599,2018-12-07 19:13:20,7.941172355426541
150,WM_13819,2019-02-15 19:23:20,9.345357917725435
151,WM_1400,2018-11-11 02:03:20,5.018818220383339
152,WM_5810,2018-12-18 13:03:20,8.177248203355985
153,WM_31877,2019-07-19 21:53:20,7.269944439095671
154,WM_6638,2018-12-24 19:43:20,10.171778446299882
155,WM_21861,2019-05-06 12:13:20,4.418639532810757
156,WM_38854,2019-09-12 05:33:20,8.634980190199041
157,WM_35192,2019-08-14 23:03:20,6.907830655945591
158,WM_15524,2019-02-28 18:13:20,12.457778985737821
159,WM_39762,2019-09-18 21:03:20,7.810629578464128
160,WM_1677,2018-11-13 01:23:20,3.794244745896603
161,WM_30487,2019-07-10 01:03:20,7.798588250594401
162,WM_28108,2019-06-22 19:53:20,7.70393968067627
163,WM_1173,2018-11-09 04:33:20,4.1968037532676705
164,WM_38104,2019-09-06 20:03:20,7.572451661640538
165,WM_33708,2019-08-04 11:43:20,5.029728561448017
166,WM_5710,2018-12-17 19:43:20,4.8148244725747364
167,WM_9131,2019-01-11 11:43:20,6.58805564051268
168,WM_27368,2019-06-17 08:33:20,2.9449287114365363
169,WM_6290,2018-12-22 02:23:20,8.24412460031381
170,WM_39569,2019-09-17 12:53:20,4.591692525215262
171,WM_4462,2018-12-06 19:33:20,8.616445978927318
172,WM_18269,2019-03-25 23:23:20,3.0904108116336233
173,WM_20718,2019-04-27 19:03:20,4.533102135444156
174,WM_9069,2019-01-11 01:23:20,7.4591903954784256
175,WM_40064,2019-09-21 17:33:20,8.349368901408639
176,WM_18319,2019-03-26 07:43:20,6.283223735320352
177,WM_19859,2019-04-17 16:13:20,4.937086790167387
178,WM_8317,2019-01-05 16:23:20,7.357953765054336
179,WM_37997,2019-09-06 02:13:20,6.633022652298297
180,WM_27496,2019-06-18 06:33:20,5.546736777884264
181,WM_35835,2019-08-20 00:13:20,5.440584506624223
182,WM_25495,2019-06-02 18:53:20,4.652095700996654
183,WM_6754,2018-12-25 15:03:20,13.126868109425537
184,WM_8914,2019-01-09 23:03:20,3.5444468878492597
185,WM_3385,2018-11-28 15:43:20,2.4813611475319863
186,WM_22206,2019-05-08 22:13:20,4.20881220982141
187,WM_18913,2019-04-03 21:33:20,3.5152648926680654
188,WM_19326,2019-04-07 06:03:20,3.1140935119781012
189,WM_23644,2019-05-19 04:13:20,6.190039034426312
190,WM_9260,2019-01-12 09:23:20,2.5865140268372078
191,WM_10714,2019-01-23 06:13:20,8.727952363837721
192,WM_16480,2019-03-09 07:23:20,7.721326419283092
193,WM_16011,2019-03-05 21:43:20,5.844172212180152
194,WM_5670,2018-12-17 13:03:20,6.554344000694236
195,WM_10261,2019-01-19 17:43:20,13.206465444818424
196,WM_13790,2019-02-15 14:33:20,8.609351497473066
197,WM_9508,2019-01-14 03:33:20,6.805552855513859
198,WM_22379,2019-05-10 04:13:20,2.8487230129106984
199,WM_3630,2018-11-30 09:33:20,8.562190431869215
200,WM_10125,2019-01-18 18:13:20,11.093220221659353
201,WM_3133,2018-11-26 20:53:20,5.226373545061221
202,WM_18004,2019-03-23 21:13:20,5.613087910164909
203,WM_33780,2019-08-04 23:43:20,7.567113415530793
204,WM_9635,2019-01-15 01:43:20,9.472034306797655
205,WM_2136,2018-11-16 08:53:20,9.338145837531814
206,WM_34206,2019-08-08 00:53:20,6.09956381473518
207,WM_26358,2019-06-09 23:23:20,6.12712457722703
208,WM_40254,2019-09-23 01:13:20,7.306927475001448
209,WM_2076,2018-11-15 22:33:20,3.4208877492846046
210,WM_16588,2019-03-11 17:33:20,5.251632277271932
211,WM_9829,2019-01-16 12:13:20,7.7747036070844935
212,WM_22649,2019-05-12 03:13:20,4.838125385889523
213,WM_22220,2019-05-09 00:33:20,3.746669726206126
214,WM_18785,2019-03-31 16:03:20,4.101750240133224
215,WM_6446,2018-12-23 10:53:20,10.430688418942815
216,WM_29059,2019-06-29 17:53:20,6.917445200918188
217,WM_19253,2019-04-06 14:53:20,3.1608186612536087
218,WM_37900,2019-09-05 10:03:20,4.701980958881772
219,WM_25225,2019-05-31 13:13:20,3.762236852334837
220,WM_15766,2019-03-04 01:13:20,7.674992548170024
221,WM_34279,2019-08-08 13:13:20,2.5041169027767274
222,WM_9194,2019-01-11 22:13:20,7.497535896652948
223,WM_23326,2019-05-16 22:23:20,7.866277326543285
224,WM_23542,2019-05-18 10:33:20,3.3736136809979236
225,WM_12718,2019-02-07 15:33:20,6.500659476650503
226,WM_4399,2018-12-06 08:53:20,5.4175456018495085
227,WM_23700,2019-05-19 13:33:20,5.394815502684574
228,WM_29570,2019-07-03 09:13:20,3.713774663740854
229,WM_28486,2019-06-25 13:13:20,5.93153021259678
230,WM_36744,2019-08-26 08:43:20,2.685858900773665
231,WM_10169,2019-01-19 02:03:20,11.368634778376384
232,WM_13102,2019-02-10 10:43:20,6.526585287648236
233,WM_18420,2019-03-27 00:33:20,3.580261314184507
234,WM_11345,2019-01-28 22:43:20,12.290775994025001
235,WM_20937,2019-04-29 07:33:20,1.8392283417334871
236,WM_19732,2019-04-16 18:43:20,2.4941580395660354
237,WM_30163,2019-07-07 14:53:20,2.437297257787158
238,WM_31465,2019-07-16 23:33:20,7.463815128646904
239,WM_34020,2019-08-06 16:43:20,5.0421007327125835
240,WM_37916,2019-09-05 12:43:20,3.5291255453095136
241,WM_25289,2019-06-01 01:33:20,4.053679743687513
242,WM_10656,2019-01-22 19:33:20,10.530444399111724
243,WM_33961,2019-08-06 06:53:20,4.640840421050044
244,WM_38983,2019-09-13 10:53:20,2.59642976295743
245,WM_29326,2019-07-01 15:43:20,6.491462246622371
246,WM_22058,2019-05-07 21:03:20,7.374386334997164
247,WM_23339,2019-05-17 00:33:20,7.457827690677266
248,WM_27964,2019-06-21 18:03:20,5.072027824343534
249,WM_5091,2018-12-11 09:13:20,7.983104735782128
250,WM_23620,2019-05-18 23:43:20,7.030359925411765
251,WM_36479,2019-08-24 12:13:20,4.9520997015858725
252,WM_5455,2018-12-15 23:03:20,8.02101263272921
253,WM_33865,2019-08-05 14:23:20,7.6214377506675035
254,WM_28900,2019-06-28 13:33:20,3.592277626224416
255,WM_23540,2019-05-18 10:13:20,3.2018057908842055
256,WM_7584,2018-12-31 11:43:20,10.298242594951143
257,WM_36381,2019-08-23 19:53:20,5.160693214682716
258,WM_15008,2019-02-25 02:23:20,10.895256263959464
259,WM_39618,2019-09-17 21:03:20,7.463041274205236
260,WM_7827,2019-01-02 04:53:20,8.091980751736848
261,WM_8199,2019-01-04 20:43:20,7.084442053332098
262,WM_38431,2019-09-09 02:33:20,7.42941245670912
263,WM_4590,2018-12-07 17:43:20,8.335995509820243
264,WM_35422,2019-08-17 03:13:20,4.850960264837009
265,WM_17249,2019-03-18 06:53:20,6.385066455307442
266,WM_18803,2019-04-01 11:53:20,2.4265986878679198
267,WM_21684,2019-05-05 06:33:20,3.611251770815082
268,WM_23629,2019-05-19 01:43:20,5.631740692988137
269,WM_27869,2019-06-21 01:53:20,5.763379312653223
270,WM_36402,2019-08-23 23:23:20,9.16892349189016
271,WM_3283,2018-11-27 22:23:20,3.41152362727292
272,WM_15219,2019-02-26 14:33:20,10.782250671513388
273,WM_951,2018-11-07 09:03:20,3.597076796429616
274,WM_19423,2019-04-07 22:23:20,6.301439731468149
275,WM_31350,2019-07-16 04:03:20,6.005692526312644
276,WM_21603,2019-05-04 16:53:20,4.175338568510137
277,WM_5135,2018-12-11 16:33:20,6.507087090838504
278,WM_13209,2019-02-11 05:13:20,6.908812138295267
279,WM_25607,2019-06-03 17:03:20,4.001217359359919
280,WM_16489,2019-03-09 09:53:20,6.649213816096311
281,WM_5693,2018-12-17 16:53:20,5.044133144692186
282,WM_21895,2019-05-06 17:53:20,5.340446960226778
283,WM_12507,2019-02-06 03:43:20,9.050687498382358
284,WM_14118,2019-02-17 23:23:20,4.535994763013886
285,WM_19475,2019-04-08 08:13:20,3.3320719761597424
286,WM_28476,2019-06-25 11:33:20,5.840277028376463
287,WM_25735,2019-06-05 08:13:20,4.3708129994300515
288,WM_14038,2019-02-17 10:03:20,7.766506250653605
289,WM_6742,2018-12-25 13:03:20,9.92677634635861
290,WM_36701,2019-08-26 01:33:20,6.097458588375084
291,WM_11056,2019-01-25 16:13:20,13.277809265441363
292,WM_36288,2019-08-23 03:53:20,6.710155346802134
293,WM_13272,2019-02-11 16:53:20,5.778289772806928
294,WM_7058,2018-12-27 19:43:20,12.351823069723658
295,WM_30370,2019-07-09 05:33:20,5.127231099895901
296,WM_6469,2018-12-23 14:43:20,11.593200407094788
297,WM_22864,2019-05-13 17:03:20,4.1513544711588715
298,WM_25148,2019-05-30 23:13:20,4.381553154365929
299,WM_18198,2019-03-25 09:03:20,3.114817113840432
300,WM_10849,2019-01-24 05:23:20,11.39512745263286
301,WM_3926,2018-12-02 21:33:20,3.478859638474997
302,WM_5255,2018-12-12 15:03:20,9.279510905613968
303,WM_14329,2019-02-19 12:43:20,6.9300486488689375
304,WM_16383,2019-03-08 14:23:20,7.203064347471192
305,WM_10580,2019-01-22 05:53:20,7.329108956232575
306,WM_33182,2019-07-31 17:43:20,3.5145985591109734
307,WM_24480,2019-05-25 03:23:20,5.5739221959924565
308,WM_15670,2019-03-01 18:43:20,12.71336629315945
309,WM_14649,2019-02-21 22:23:20,9.490346344025781
310,WM_5140,2018-12-11 17:23:20,5.783981401459058
311,WM_1159,2018-11-09 02:03:20,2.8958441560453885
312,WM_2555,2018-11-22 16:33:20,2.6090500681241315
313,WM_24748,2019-05-27 19:23:20,6.058542518334318
314,WM_9617,2019-01-14 22:43:20,8.37340253432823
315,WM_13352,2019-02-12 06:43:20,8.708037561730304
316,WM_22245,2019-05-09 04:43:20,1.8131029747701648
317,WM_18952,2019-04-04 05:43:20,3.7367051916169807
318,WM_3759,2018-12-01 12:33:20,5.236410237769917
319,WM_33280,2019-08-01 10:53:20,2.454918133593578
320,WM_29249,2019-07-01 02:43:20,4.5457405010993766
321,WM_5877,2018-12-19 01:13:20,8.630195889915912
322,WM_27688,2019-06-19 19:03:20,4.297740499125578
323,WM_23329,2019-05-16 22:53:20,7.193925100376812
324,WM_19710,2019-04-16 00:23:20,3.526397306916725
325,WM_811,2018-11-06 06:43:20,4.433714675841105
326,WM_34911,2019-08-13 00:13:20,6.665548936696614
327,WM_26510,2019-06-11 00:53:20,4.595216856741228
328,WM_37056,2019-08-28 13:03:20,3.1361942081132885
329,WM_29373,2019-07-01 23:43:20,8.582794337813006
330,WM_39014,2019-09-13 16:03:20,2.3940536073655014
331,WM_35453,2019-08-17 08:23:20,5.112991030508861
332,WM_36087,2019-08-21 18:13:20,4.891670918079432
333,WM_36999,2019-08-28 03:33:20,3.206906503304712
334,WM_17478,2019-03-19 23:43:20,7.608849956771005
335,WM_849,2018-11-06 13:43:20,3.477073202495589
336,WM_18812,2019-04-01 13:23:20,2.3123606833535906
337,WM_24092,2019-05-22 06:53:20,4.180843908577349
338,WM_28983,2019-06-29 04:43:20,5.073952204820288
339,WM_27400,2019-06-17 13:53:20,4.652975502340357
340,WM_32614,2019-07-27 06:03:20,6.454655509166807
341,WM_15065,2019-02-25 12:53:20,9.374938559964017
342,WM_30600,2019-07-10 20:03:20,5.3962517817701325
343,WM_762,2018-11-05 22:33:20,2.9273023092288897
344,WM_26413,2019-06-10 08:33:20,3.4959625247492014
345,WM_25467,2019-06-02 13:53:20,4.258942624108696
346,WM_2771,2018-11-24 05:53:20,6.8144940309580075
347,WM_35364,2019-08-16 17:33:20,6.297762348545531
348,WM_39420,2019-09-16 12:03:20,3.3847290897611835
349,WM_39991,2019-09-21 05:23:20,5.53210514030163
350,WM_34422,2019-08-09 13:23:20,2.673927127313484
351,WM_33518,2019-08-03 03:03:20,4.74516073644779
352,WM_8525,2019-01-07 04:23:20,9.398313962554159
353,WM_5621,2018-12-17 04:03:20,7.786895314593201
354,WM_35359,2019-08-16 16:43:20,5.246669409139944
355,WM_36285,2019-08-23 03:23:20,7.678172452686467
356,WM_13613,2019-02-14 04:43:20,8.662514244145772
357,WM_28019,2019-06-22 04:03:20,6.088044537601511
358,WM_28763,2019-06-27 12:53:20,2.5163793474754157
359,WM_4297,2018-12-05 13:23:20,8.084262564724584
360,WM_25231,2019-05-31 14:23:20,3.7672769952211254
361,WM_30763,2019-07-12 00:43:20,8.47540038817519
362,WM_30850,2019-07-12 15:13:20,8.295486430829673
363,WM_1841,2018-11-14 06:23:20,3.6460275405447815
364,WM_35181,2019-08-14 21:13:20,8.657093295392976
365,WM_21100,2019-04-30 10:43:20,2.3615193470705775
366,WM_34377,2019-08-09 05:43:20,4.951386864515739
367,WM_12208,2019-02-04 01:03:20,10.134212091762423
368,WM_38604,2019-09-10 11:53:20,3.0176673702639243
369,WM_13154,2019-02-10 19:23:20,2.452920630323103
370,WM_5110,2018-12-11 12:23:20,9.781965237394468
371,WM_36021,2019-08-21 07:13:20,4.192723852888582
372,WM_30137,2019-07-07 10:23:20,2.385446579312839
373,WM_4644,2018-12-08 02:53:20,8.966308187477688
374,WM_28693,2019-06-27 01:03:20,7.875308866688247
375,WM_39978,2019-09-21 03:13:20,5.871634881977834
376,WM_10075,2019-01-18 09:43:20,10.217588821621854
377,WM_36040,2019-08-21 10:23:20,3.4955487395956544
378,WM_20067,2019-04-20 18:43:20,2.5176518437804076
379,WM_35590,2019-08-18 07:13:20,4.91421170246438
380,WM_27541,2019-06-18 14:13:20,4.157066274445496
381,WM_3356,2018-11-28 10:53:20,5.770075230941242
382,WM_24729,2019-05-27 16:13:20,6.342581920381702
383,WM_36900,2019-08-27 11:03:20,2.966216059989096
384,WM_10433,2019-01-20 22:43:20,9.320890472687104
385,WM_39664,2019-09-18 04:43:20,5.023213064865341
386,WM_33188,2019-07-31 18:53:20,4.886310036668777
387,WM_38793,2019-09-11 19:23:20,5.112946865584609
388,WM_20492,2019-04-26 02:53:20,5.514820860990007
389,WM_30070,2019-07-06 23:03:20,5.468631724142085
390,WM_9580,2019-01-14 16:33:20,8.198303716759721
391,WM_25651,2019-06-04 02:13:20,4.188195015823841
392,WM_29782,2019-07-04 21:13:20,7.394211899497393
393,WM_2633,2018-11-23 06:03:20,9.322972081578882
394,WM_19126,2019-04-05 15:53:20,3.1872067863226556
395,WM_33920,2019-08-05 23:43:20,7.080264896689689
396,WM_15615,2019-03-01 09:23:20,9.494277786282677
397,WM_29008,2019-06-29 09:13:20,4.873544420975368
398,WM_26706,2019-06-12 11:13:20,5.436383000552927
399,WM_36139,2019-08-22 02:53:20,7.744555620286792
400,WM_949,2018-11-07 08:43:20,3.481885291194489
401,WM_30979,2019-07-13 13:03:20,5.6527352276400045
402,WM_30202,2019-07-07 21:43:20,7.361292997499484
403,WM_1306,2018-11-10 09:43:20,5.180131401839491
404,WM_28576,2019-06-26 04:53:20,5.817222429306752
405,WM_16086,2019-03-06 11:33:20,8.105607846082641
406,WM_15079,2019-02-25 15:13:20,12.012856729734148
407,WM_28543,2019-06-25 23:13:20,7.719755244574729
408,WM_4869,2018-12-09 17:33:20,6.455955789078636
409,WM_2730,2018-11-23 22:53:20,1.8176102075635419
410,WM_24412,2019-05-24 13:33:20,5.282424329976134
411,WM_23124,2019-05-15 12:43:20,6.010841819017465
412,WM_12369,2019-02-05 04:13:20,10.431872785064831
413,WM_37220,2019-08-31 16:43:20,4.585053438858531
414,WM_7064,2018-12-27 20:43:20,8.887146469415855
415,WM_32804,2019-07-29 00:53:20,8.658143953445995
416,WM_13892,2019-02-16 07:43:20,7.72895849125382
417,WM_2423,2018-11-21 17:23:20,3.0342930777110904
418,WM_4292,2018-12-05 12:33:20,8.734934490118974
419,WM_14863,2019-02-23 17:03:20,7.803509022553116
420,WM_37691,2019-09-03 23:13:20,5.753717877321777
421,WM_29081,2019-06-29 21:43:20,7.842933886818933
422,WM_24585,2019-05-25 20:53:20,8.296956138641503
423,WM_37934,2019-09-05 15:43:20,3.9756746057137335
424,WM_33176,2019-07-31 16:43:20,2.9766524589513472
425,WM_24022,2019-05-21 19:13:20,5.827899842079342
426,WM_8139,2019-01-04 10:43:20,6.576466430883982
427,WM_16437,2019-03-08 23:33:20,5.402151506763162
428,WM_24940,2019-05-29 06:53:20,4.3252250662746885
429,WM_30142,2019-07-07 11:13:20,2.7504892184699337
430,WM_19985,2019-04-19 08:23:20,3.26024167277219
431,WM_12837,2019-02-08 11:53:20,8.07721489102373
432,WM_32053,2019-07-21 05:03:20,6.564248673795734
433,WM_560,2018-11-02 04:13:20,4.177826478671119
434,WM_9526,2019-01-14 06:43:20,4.240636026310602
435,WM_30781,2019-07-12 03:43:20,6.022725884563517
436,WM_31641,2019-07-18 06:03:20,6.326385641266322
437,WM_613,2018-11-04 17:03:20,3.891081349891125
438,WM_93,2018-10-29 12:33:20,9.262899763913866
439,WM_32655,2019-07-27 13:03:20,7.695296271421888
440,WM_13020,2019-02-09 19:03:20,3.7896450266015744
441,WM_36514,2019-08-24 18:03:20,4.750198519686772
442,WM_23514,2019-05-18 05:53:20,5.162190470334467
443,WM_31031,2019-07-13 21:43:20,7.4253602230456615
444,WM_10813,2019-01-23 23:03:20,8.159791710100297
445,WM_8421,2019-01-06 10:23:20,8.842534993328057
446,WM_29856,2019-07-05 10:13:20,3.227778256082821
447,WM_7197,2018-12-28 18:53:20,12.498637625885724
448,WM_10431,2019-01-20 22:23:20,10.265246616385106
449,WM_30583,2019-07-10 17:13:20,2.797097186896269
450,WM_6207,2018-12-21 08:13:20,10.133019901069648
451,WM_29085,2019-06-29 22:23:20,7.281903598102597
452,WM_22303,2019-05-09 14:23:20,4.507437412755287
453,WM_13690,2019-02-14 17:43:20,6.141875552835237
454,WM_21369,2019-05-02 07:43:20,2.8722746070722582
455,WM_30139,2019-07-07 10:43:20,2.576675838846495
456,WM_25858,2019-06-06 05:23:20,4.5225571367765465
457,WM_36033,2019-08-21 09:13:20,4.07514240920957
458,WM_2867,2018-11-24 21:53:20,5.031001995191428
459,WM_39693,2019-09-18 09:33:20,3.448837874493102
460,WM_7894,2019-01-02 16:03:20,10.981918980912027
461,WM_6380,2018-12-22 17:33:20,9.175874018063785
462,WM_15262,2019-02-26 21:43:20,9.405993349725758
463,WM_15061,2019-02-25 12:13:20,8.928884690932435
464,WM_32795,2019-07-28 23:23:20,8.750026728089026
465,WM_21120,2019-04-30 14:03:20,2.4124144040138447
466,WM_21300,2019-05-01 20:13:20,3.785392859686735
467,WM_1608,2018-11-12 13:53:20,2.616992168845344
468,WM_26582,2019-06-11 13:03:20,4.162439188815498
469,WM_10899,2019-01-24 13:43:20,8.91995539550919
470,WM_25461,2019-06-02 12:53:20,4.266060851542523
471,WM_9855,2019-01-16 17:03:20,8.560889938638308
472,WM_6054,2018-12-20 06:43:20,9.941853843269165
473,WM_13882,2019-02-16 05:53:20,8.510539795008926
474,WM_6449,2018-12-23 11:23:20,12.07638372693189
475,WM_26314,2019-06-09 15:33:20,7.922337615084575
476,WM_20858,2019-04-28 18:23:20,1.7436059929070788
477,WM_22684,2019-05-12 09:03:20,4.005950216894197
